date,consumption,tavg,tmin,tmax,prcp,wspd
2013-09-25,4.625,16.4,11.7,21.1,0.0,4.4
2013-09-26,4.9029999,15.7,12.5,19.9,0.0,13.4
2013-09-27,2.133,13.4,9.6,18.7,0.0,13.6
2013-09-28,2.095,14.8,11.6,19.0,0.0,17.0
2013-09-29,2.086,15.2,13.4,18.5,0.5,19.9
2013-09-30,4.46,15.5,12.8,19.7,0.0,15.7
2013-10-01,5.229,14.3,10.9,17.4,0.0,15.5
2013-10-02,4.456,16.4,14.0,20.2,0.0,14.9
2013-10-03,4.367,15.7,12.0,18.7,0.0,12.1
2013-10-04,2.097,17.8,15.2,21.0,1.5,16.2
2013-10-05,2.152,15.0,12.5,18.5,0.0,6.0
2013-10-06,2.1270000000000002,12.4,6.0,19.5,0.0,4.6
2013-10-07,4.181,13.5,7.3,19.1,0.3,7.8
2013-10-08,4.424,16.3,13.7,19.5,0.0,12.1
2013-10-09,5.161,13.2,8.2,17.4,0.0,15.0
2013-10-10,4.408,8.8,6.7,11.5,0.0,22.8
2013-10-11,1.698,11.2,8.1,13.4,1.3,26.2
2013-10-12,1.776,11.7,9.4,13.6,5.1,14.9
2013-10-13,1.721,10.0,8.1,11.7,0.0,15.5
2013-10-14,3.313,9.4,8.7,10.9,11.2,14.0
2013-10-15,5.0159999,9.7,7.8,13.1,2.3,10.2
2013-10-16,3.851,9.5,4.1,15.2,0.3,12.2
2013-10-17,5.962,14.2,10.2,17.9,4.6,16.0
2013-10-18,1.984,13.6,9.8,17.0,0.3,12.4
2013-10-19,2.023,14.7,13.0,17.8,0.8,11.9
2013-10-20,2.035,13.6,11.9,17.1,0.5,15.6
2013-10-21,4.204,15.4,12.7,17.4,12.2,16.4
2013-10-22,4.272,16.3,13.3,17.9,0.5,17.9
2013-10-23,5.857,14.1,9.5,16.6,7.1,22.5
2013-10-24,3.7479999999999998,10.6,3.3,17.8,0.5,8.2
2013-10-25,1.964,15.5,13.0,18.4,0.5,20.2
2013-10-26,1.979,15.0,14.0,16.6,0.0,22.5
2013-10-27,1.9869999999999999,13.4,10.5,16.1,0.0,24.9
2013-10-28,4.1939999,12.1,8.4,15.8,0.0,29.3
2013-10-29,5.27,8.7,5.9,12.3,,17.1
2013-10-30,4.311,9.3,3.1,14.2,0.0,13.1
2013-10-31,5.109,12.6,11.9,13.2,0.5,14.5
2013-11-01,2.414,12.4,11.3,13.9,0.5,11.7
2013-11-02,2.4210000000000003,11.6,10.1,15.2,0.5,19.7
2013-11-03,2.395,8.9,7.0,12.0,0.0,25.3
2013-11-04,3.223,7.0,3.9,9.9,14.7,18.1
2013-11-05,6.071,8.1,2.3,12.4,5.1,15.1
2013-11-06,4.436,11.8,9.2,15.2,1.8,15.5
2013-11-07,5.341,9.9,6.0,14.5,3.3,10.0
2013-11-08,1.772,6.1,1.5,10.7,0.0,7.7
2013-11-09,1.687,5.0,1.2,7.4,8.6,7.0
2013-11-10,1.659,5.3,0.0,9.2,5.8,10.9
2013-11-11,4.9860001,8.6,-0.1,12.8,1.0,11.2
2013-11-12,4.6070001000000005,9.6,3.4,12.8,1.8,10.0
2013-11-13,4.826,5.1,-0.4,10.3,1.0,7.3
2013-11-14,2.251,7.5,3.5,9.3,0.5,20.8
2013-11-15,1.532,4.8,0.8,9.4,0.0,9.7
2013-11-16,1.507,4.2,-1.6,9.0,0.0,4.4
2013-11-17,1.593,8.2,6.7,9.5,0.0,4.6
2013-11-18,4.6270001,8.2,6.4,9.5,0.5,8.9
2013-11-19,4.217,2.8,-1.1,6.2,0.3,13.5
2013-11-20,6.112,2.4,-2.4,6.6,0.0,13.9
2013-11-21,3.068,5.2,3.4,8.0,4.3,22.0
2013-11-22,1.579,4.7,3.1,7.7,0.0,17.5
2013-11-23,1.606,5.0,2.0,7.2,0.0,15.0
2013-11-24,1.68,6.1,3.9,7.8,0.0,14.0
2013-11-25,4.258,5.2,3.5,6.8,0.0,11.8
2013-11-26,5.392,4.5,-0.2,7.2,0.0,8.1
2013-11-27,6.772,7.7,5.7,10.5,0.3,5.1
2013-11-28,3.668,8.4,7.5,9.8,0.0,6.3
2013-11-29,1.7510000000000001,8.1,6.3,10.2,0.0,16.3
2013-11-30,1.694,5.6,1.2,8.1,0.3,14.4
2013-12-01,1.681,5.3,-0.3,9.3,0.0,6.3
2013-12-02,5.314,7.4,4.9,9.5,0.0,7.2
2013-12-03,5.1850000000000005,5.8,,,0.0,7.3
2013-12-04,4.252,5.3,-0.1,8.5,0.0,10.4
2013-12-05,4.2619999,5.2,0.4,10.5,0.0,22.5
2013-12-06,1.616,5.6,1.9,8.0,0.5,13.6
2013-12-07,1.6460000000000001,7.2,5.8,8.7,0.0,13.3
2013-12-08,1.689,7.7,4.2,11.0,0.0,15.1
2013-12-09,5.573,7.1,2.8,11.3,0.0,9.8
2013-12-10,4.741,3.4,-1.3,9.5,0.5,4.6
2013-12-11,4.47,1.0,-1.4,3.6,0.5,2.6
2013-12-12,3.347,3.5,-3.4,8.9,0.0,4.3
2013-12-13,1.665,10.1,7.6,12.1,0.3,11.4
2013-12-14,1.668,7.7,2.7,11.3,2.0,18.6
2013-12-15,1.751,10.8,7.5,12.2,1.3,20.4
2013-12-16,4.518,11.3,7.5,13.1,8.9,19.8
2013-12-17,4.741,5.6,4.0,6.7,13.0,6.8
2013-12-18,6.63,8.1,4.7,10.1,2.5,20.8
2013-12-19,3.148,6.3,3.3,9.2,7.9,14.5
2013-12-20,1.678,6.2,1.4,10.6,3.8,18.6
2013-12-21,1.745,10.5,9.4,11.8,2.3,31.0
2013-12-22,1.762,7.6,4.4,10.1,6.6,20.8
2013-12-23,3.536,8.7,4.2,11.7,0.0,29.5
2013-12-24,1.743,8.0,5.3,11.5,26.9,24.0
2013-12-25,1.667,4.1,0.8,7.2,5.8,11.1
2013-12-26,1.592,3.8,2.6,7.4,1.8,9.1
2013-12-27,1.568,9.0,6.8,11.1,2.3,29.6
2013-12-28,1.584,4.8,-0.3,8.8,0.0,11.0
2013-12-29,1.508,2.9,-1.9,7.3,0.0,10.3
2013-12-30,1.634,8.5,5.5,10.2,0.3,25.8
2013-12-31,1.673,7.5,5.2,10.5,5.6,16.7
2014-01-01,1.694,8.7,6.0,10.8,5.3,25.2
2014-01-02,1.749,8.7,6.2,10.5,13.7,18.7
2014-01-03,1.723,8.3,6.2,10.4,2.5,25.3
2014-01-04,1.67,7.2,3.6,9.4,7.6,18.8
2014-01-05,1.652,5.2,-0.2,11.7,9.9,14.8
2014-01-06,4.933,10.9,9.2,12.2,8.9,27.9
2014-01-07,4.324,10.2,8.9,11.6,10.2,24.7
2014-01-08,5.729,9.2,6.6,11.2,5.3,14.1
2014-01-09,5.404,8.4,4.1,11.5,3.6,22.8
2014-01-10,6.506,5.4,-0.8,9.6,0.0,9.7
2014-01-11,6.0110000999999995,5.4,-1.9,8.3,1.8,10.9
2014-01-12,5.548,2.7,-3.9,8.9,0.0,11.3
2014-01-13,5.044,6.6,4.7,9.5,2.3,14.5
2014-01-14,5.659,4.4,1.2,6.9,5.1,10.5
2014-01-15,7.058,9.4,5.9,10.8,4.6,14.4
2014-01-16,3.0050001,8.4,6.3,10.7,2.8,17.4
2014-01-17,1.7489999999999999,7.1,5.9,9.1,10.9,17.4
2014-01-18,1.706,8.4,6.6,10.3,7.1,17.1
2014-01-19,1.801,6.2,-0.4,8.6,0.8,10.1
2014-01-20,4.543,2.3,-2.1,8.5,0.0,2.1
2014-01-21,6.1450000000000005,4.1,1.0,8.7,0.3,9.3
2014-01-22,4.564,7.5,5.9,9.9,8.6,10.1
2014-01-23,4.382,5.0,2.9,8.2,0.3,14.4
2014-01-24,1.666,5.0,0.4,8.2,1.5,9.0
2014-01-25,1.724,8.1,5.5,11.8,5.6,18.1
2014-01-26,1.693,5.4,2.2,9.1,1.8,19.3
2014-01-27,4.651,4.4,2.0,7.9,5.1,19.5
2014-01-28,6.368,6.4,5.0,9.6,1.8,17.7
2014-01-29,6.1300001,4.5,3.5,5.5,1.5,16.5
2014-01-30,5.356,4.2,3.2,5.7,19.1,9.0
2014-01-31,1.593,5.1,2.1,8.8,0.3,15.1
2014-02-01,1.666,7.2,4.5,9.3,19.8,25.3
2014-02-02,1.719,7.2,5.2,9.9,0.0,17.9
2014-02-03,4.8,6.1,4.3,8.1,0.0,19.3
2014-02-04,6.903,6.8,4.0,8.8,0.0,21.8
2014-02-05,5.942,7.9,5.6,10.0,11.2,31.5
2014-02-06,3.277,7.6,5.6,9.7,1.5,20.1
2014-02-07,1.742,7.4,3.3,9.3,19.1,20.6
2014-02-08,1.709,7.8,6.6,9.3,5.8,29.5
2014-02-09,1.716,6.5,4.0,7.9,2.3,30.1
2014-02-10,4.477,5.1,2.7,9.0,0.0,10.6
2014-02-11,4.472,4.9,1.8,7.8,1.5,21.0
2014-02-12,5.524,5.9,2.6,8.5,2.3,26.3
2014-02-13,4.145,5.3,3.3,7.6,8.1,23.0
2014-02-14,1.632,6.6,2.7,12.0,0.0,26.4
2014-02-15,1.697,8.4,5.2,10.8,10.2,36.4
2014-02-16,1.749,5.7,2.1,10.3,0.5,13.3
2014-02-17,5.195,7.4,3.8,10.5,0.0,15.2
2014-02-18,7.18,8.0,5.2,10.0,2.3,10.6
2014-02-19,5.34,7.4,4.6,10.1,5.8,12.7
2014-02-20,4.8520001,9.5,5.7,13.0,0.0,19.8
2014-02-21,1.762,6.2,2.7,9.9,1.5,18.9
2014-02-22,1.791,7.6,4.2,11.2,0.0,17.4
2014-02-23,1.814,10.3,8.6,12.0,0.0,26.9
2014-02-24,3.9859999999999998,10.1,7.5,13.9,0.0,18.2
2014-02-25,5.83,8.3,6.1,11.1,3.3,19.6
2014-02-26,6.744,6.9,2.9,11.6,2.5,14.7
2014-02-27,3.51,7.5,3.3,10.9,1.8,19.9
2014-02-28,0.064,5.0,2.6,7.7,3.3,15.9
